id,V1,V2,V3,Class
771,69,963,0.381227,1
772,38,962,0.358565,1
773,653,967,0.395894,1
774,221,979,0.45086,1
775,625,965,0.439037,1
776,964,966,0.358364,1
777,928,989,0.506266,1
778,350,971,0.392397,1
779,829,972,0.466833,1
780,75,975,0.395909,1
781,288,978,0.385543,1
782,302,977,0.358768,1
783,488,981,0.50308,1
784,696,978,0.409212,1
785,261,982,0.428653,1
786,763,983,0.372953,1
787,585,983,0.375218,1
788,130,982,0.350603,1
789,681,985,0.360673,1
790,698,1000,0.455161,1
791,975,1002,0.427968,1
792,499,995,0.362264,1
793,778,1003,0.4446,1
794,90,1004,0.440025,1
795,294,997,0.3766,1
796,473,996,0.382413,1
797,270,1003,0.456859,1
798,338,1003,0.462758,1
799,561,1005,0.44216,1
800,836,1004,0.38874,1
801,234,1005,0.357566,1
802,41,1008,0.494583,1
803,195,297,0.688172,2
804,306,490,0.56871,2
805,379,399,0.554577,2
806,115,384,0.674988,2
807,447,454,0.573984,2
808,92,457,0.67076,5
809,170,269,0.721255,3
810,348,432,0.65191,3
811,392,426,0.579345,3
812,390,504,0.578221,5
813,230,538,0.658747,2
814,160,565,0.72064,5
815,293,586,0.726921,3
816,83,429,0.618248,5
817,111,511,0.638739,5
818,150,498,0.351267,5
819,406,621,0.769143,2
820,476,646,0.490072,2
821,405,709,0.573152,2
822,125,829,0.680865,4
823,262,662,0.652204,5
824,240,679,0.601341,5
825,221,735,0.605555,5
826,27,832,0.624583,5
827,392,850,0.562587,5
828,372,761,0.364677,5
829,227,917,0.593451,4
830,521,807,0.664952,3
831,535,835,0.644985,3
832,663,842,0.496105,4
833,472,734,0.587626,5
834,537,772,0.484071,5
835,808,776,0.592952,3
836,826,584,0.352982,3
837,774,630,0.712458,3
838,837,646,0.472908,2
839,883,673,0.737358,4
840,855,959,0.64267,5
841,870,829,0.517066,5
842,729,796,0.660401,5
843,1000,1003,0.496421,5
844,814,716,0.416979,5
845,966,613,0.71071,4
846,931,324,0.617916,2
847,957,303,0.465402,2
848,880,452,0.588677,3
849,548,476,0.630922,4
850,642,436,0.554169,5
851,740,510,0.677819,5
852,880,361,0.705209,4
853,635,323,0.691309,4
854,672,352,0.435769,4
855,732,368,0.787393,5
856,602,305,0.735062,5
857,852,208,0.481121,2
858,962,261,0.633293,4
859,690,67,0.498019,3
860,623,232,0.617739,5
861,805,303,0.507235,4
862,524,550,0.452198,4
863,363,955,0.42576,5
864,166,16,0.360388,1
865,215,18,0.484214,1
866,576,28,0.545602,1
867,604,16,0.366658,1
868,640,34,0.435589,1
869,679,19,0.413051,1
870,508,28,0.425925,1
871,533,23,0.372177,1
872,76,25,0.373907,1
873,184,29,0.378227,1
874,742,29,0.386041,1
875,48,32,0.370026,1
876,385,32,0.353794,1
877,270,34,0.390591,1
878,608,36,0.385557,1
879,959,35,0.357754,1
880,866,37,0.361885,1
881,985,39,0.405503,1
882,920,39,0.369221,1
883,44,45,0.416916,1
884,394,44,0.357597,1
885,428,47,0.402955,1
886,403,53,0.393399,1
887,528,56,0.486667,1
888,62,55,0.395357,1
889,198,54,0.350016,1
890,624,66,0.459246,1
891,889,71,0.488387,1
892,582,82,0.496457,1
893,722,65,0.400066,1
894,37,68,0.421814,1
895,148,73,0.44417,1
896,351,67,0.376874,1
897,63,100,0.52557,1
898,459,68,0.392139,1
899,417,72,0.380935,1
900,650,74,0.461539,1
901,544,81,0.449779,1
902,727,85,0.422855,1
903,16,88,0.494202,1
904,655,92,0.362375,1
905,927,134,0.554782,1
906,209,103,0.438076,1
907,519,96,0.358361,1
908,90,104,0.430326,1
909,746,113,0.440611,1
910,416,113,0.370596,1
911,120,117,0.387504,1
912,476,119,0.435211,1
913,687,129,0.462044,1
914,996,122,0.421362,1
915,620,120,0.370695,1
916,953,123,0.36296,1
917,652,151,0.536097,1
918,783,129,0.409121,1
919,756,131,0.364966,1
920,598,135,0.369473,1
921,232,141,0.37862,1
922,885,140,0.382743,1
923,64,138,0.351907,1
924,616,153,0.449017,1
925,793,148,0.429028,1
926,969,147,0.362209,1
927,41,159,0.473663,1
928,74,152,0.387259,1
929,827,155,0.380429,1
930,974,156,0.388544,1
931,127,167,0.417374,1
932,743,173,0.47097,1
933,629,173,0.541223,1
934,905,172,0.418604,1
935,717,176,0.448398,1
936,269,176,0.398197,1
937,804,178,0.391447,1
938,959,180,0.391615,1
939,603,181,0.393632,1
940,906,187,0.398994,1
941,675,208,0.447102,1
942,773,197,0.401426,1
943,549,208,0.419637,1
944,721,214,0.363721,1
945,459,217,0.360722,1
946,602,223,0.374597,1
947,834,227,0.403572,1
948,862,226,0.41054,1
949,991,228,0.371942,1
950,346,238,0.385896,1
951,732,249,0.550081,1
952,130,248,0.368753,1
953,312,256,0.522363,1
954,883,256,0.405502,1
955,628,255,0.391164,1
956,842,254,0.357857,1
957,355,267,0.559292,1
958,79,279,0.432041,1
959,736,279,0.470755,1
960,530,288,0.368429,1
961,541,292,0.421291,1
962,17,294,0.540894,1
963,856,295,0.431595,1
964,755,302,0.621176,1
965,929,304,0.434021,1
966,24,310,0.471405,1
967,304,311,0.49911,1
968,100,311,0.370469,1
969,679,313,0.387623,1
970,146,316,0.408762,1
971,222,314,0.35196,1
972,758,320,0.352698,1
973,110,338,0.458133,1
974,353,337,0.434645,1
975,927,341,0.467426,1
976,710,341,0.410208,1
977,633,342,0.371418,1
978,724,342,0.352791,1
979,915,343,0.37463,1
980,993,354,0.411645,1
981,109,358,0.36107,1
982,120,359,0.390566,1
983,356,360,0.350553,1
984,982,367,0.370154,1
985,665,372,0.55104,1
986,991,371,0.363994,1
987,36,374,0.408734,1
988,87,384,0.532648,1
989,1000,380,0.357276,1
990,914,389,0.62863,1
991,738,396,0.587187,1
992,661,399,0.433975,1
993,341,406,0.405623,1
994,888,424,0.465444,1
995,822,439,0.362422,1
996,727,440,0.375536,1
997,679,444,0.385192,1
998,125,444,0.360473,1
999,790,449,0.365878,1
1000,906,456,0.489267,1
1001,544,456,0.392663,1
1002,316,462,0.528495,1
1003,685,464,0.429274,1
1004,922,470,0.377862,1
1005,958,473,0.387784,1
1006,136,474,0.377469,1
1007,101,486,0.452112,1
1008,168,491,0.372305,1
1009,870,493,0.535331,1
1010,952,508,0.612629,1
1011,334,507,0.581405,1
1012,787,513,0.600224,1
1013,521,504,0.383719,1
1014,698,512,0.56813,1
1015,999,510,0.431853,1
1016,720,525,0.36961,1
1017,705,539,0.540396,1
1018,150,540,0.384257,1
1019,683,554,0.464769,1
1020,752,544,0.602654,1
1021,355,548,0.43743,1
1022,834,551,0.353799,1
1023,231,555,0.450231,1
1024,902,559,0.53377,1
1025,731,566,0.426487,1
1026,705,566,0.488975,1
1027,428,581,0.460785,1
1028,862,577,0.37471,1
1029,134,580,0.400234,1
1030,938,586,0.527541,1
1031,257,595,0.493031,1
1032,589,595,0.374827,1
1033,134,597,0.36749,1
1034,414,598,0.420914,1
1035,603,606,0.546849,1
1036,892,604,0.391277,1
1037,849,615,0.387279,1
1038,911,619,0.382345,1
1039,477,631,0.470898,1
1040,752,626,0.358205,1
1041,971,632,0.385734,1
1042,1002,640,0.480674,1
1043,416,646,0.652853,1
1044,246,642,0.354112,1
1045,332,675,0.594943,1
1046,58,646,0.380284,1
1047,516,651,0.378801,1
1048,579,655,0.434683,1
1049,489,666,0.627673,1
1050,664,659,0.379719,1
1051,63,662,0.379472,1
1052,540,671,0.46525,1
1053,123,662,0.369965,1
1054,712,687,0.442323,1
1055,730,684,0.355606,1
1056,789,686,0.401358,1
1057,584,690,0.433848,1
1058,894,690,0.40397,1
1059,944,695,0.397098,1
1060,554,700,0.496838,1
1061,729,702,0.479625,1
1062,854,711,0.434439,1
1063,794,703,0.361853,1
1064,232,712,0.367267,1
1065,913,716,0.48486,1
1066,667,716,0.391938,1
1067,1003,716,0.35898,1
1068,329,733,0.647327,1
1069,662,730,0.383704,1
1070,410,730,0.350407,1
1071,99,739,0.490926,1
1072,240,747,0.361999,1
1073,268,760,0.431324,1
1074,708,770,0.350915,1
1075,507,782,0.458835,1
1076,167,780,0.365454,1
1077,596,788,0.47933,1
1078,340,792,0.362694,1
1079,824,800,0.458381,1
1080,606,801,0.354328,1
1081,712,811,0.403961,1
1082,347,827,0.409721,1
1083,64,832,0.353994,1
1084,376,834,0.40401,1
1085,874,848,0.402203,1
1086,914,852,0.65129,1
1087,717,862,0.39017,1
1088,444,865,0.352977,1
1089,300,871,0.390623,1
1090,316,887,0.368497,1
1091,832,888,0.366783,1
1092,716,914,0.512514,1
1093,468,914,0.359946,1
1094,482,925,0.479513,1
1095,746,936,0.47412,1
1096,500,939,0.356502,1
1097,503,950,0.365783,1
1098,803,957,0.372154,1
1099,525,960,0.384415,1
1100,786,961,0.434134,1
1101,757,964,0.366558,1
1102,549,968,0.39746,1
1103,806,979,0.392145,1
1104,53,212,0.655554,2
1105,76,347,0.566764,3
1106,212,398,0.701709,5
1107,195,381,0.401123,5
1108,56,444,0.67523,4
1109,447,261,0.521905,4
1110,97,487,0.729257,5
1111,237,472,0.681132,2
1112,370,711,0.553349,2
1113,418,718,0.703849,2
1114,323,708,0.595878,3
1115,297,714,0.558234,3
1116,122,636,0.371501,4
1117,322,875,0.682718,2
1118,150,830,0.756213,2
1119,365,945,0.501621,4
1120,282,996,0.481793,4
1121,508,945,0.449052,4
1122,534,857,0.47075,3
1123,570,847,0.620472,4
1124,447,837,0.5374,5
1125,714,937,0.486734,3
1126,927,872,0.510401,4
1127,596,510,0.710031,5
1128,710,118,0.689345,4
1129,549,477,0.482228,4
1130,805,32,0.468453,1
1131,101,20,0.498697,1
1132,131,17,0.35595,1
1133,292,26,0.506462,1
1134,610,17,0.358694,1
1135,732,30,0.485454,1
1136,866,26,0.443321,1
1137,361,28,0.472557,1
1138,486,19,0.368121,1
1139,983,21,0.373476,1
1140,128,26,0.350476,1
1141,488,29,0.372622,1
1142,898,30,0.477582,1
1143,964,34,0.497172,1
1144,163,32,0.389612,1
1145,840,31,0.380952,1
1146,115,40,0.431799,1
1147,44,38,0.354825,1
1148,168,48,0.427476,1
1149,302,50,0.429622,1
1150,344,50,0.478722,1
1151,551,51,0.354954,1
1152,418,54,0.378594,1
1153,382,70,0.435542,1
1154,424,54,0.352384,1
1155,65,60,0.399396,1
1156,770,73,0.588572,1
1157,1004,58,0.354117,1
1158,471,63,0.397461,1
1159,552,65,0.412003,1
1160,166,64,0.353919,1
1161,899,69,0.418041,1
1162,347,68,0.374691,1
1163,164,115,0.589291,1
1164,252,80,0.427885,1
1165,864,150,0.57218,1
1166,354,86,0.378474,1
1167,426,82,0.359803,1
1168,122,86,0.352393,1
1169,960,95,0.411107,1
1170,872,98,0.387688,1
1171,97,111,0.380934,1
1172,927,103,0.4333,1
1173,263,105,0.415121,1
1174,315,107,0.482552,1
1175,235,107,0.385429,1
1176,452,116,0.456622,1
1177,793,112,0.48186,1
1178,883,122,0.498317,1
1179,374,118,0.3927,1
1180,968,114,0.375192,1
1181,427,119,0.383548,1
1182,275,122,0.526005,1
1183,644,126,0.417414,1
1184,994,123,0.372853,1
1185,463,130,0.390426,1
1186,556,131,0.463246,1
1187,813,141,0.496424,1
1188,978,140,0.393665,1
1189,1000,133,0.372894,1
1190,115,143,0.390474,1
1191,319,142,0.400494,1
1192,437,140,0.352778,1
1193,668,141,0.399375,1
1194,266,154,0.420408,1
1195,487,149,0.397243,1
1196,594,154,0.41563,1
1197,397,160,0.417912,1
1198,907,173,0.519278,1
1199,33,163,0.551519,1
1200,930,162,0.389948,1
1201,456,165,0.421894,1
1202,957,168,0.427136,1
1203,503,168,0.416286,1
1204,829,173,0.495841,1
1205,211,187,0.539093,1
1206,292,179,0.44899,1
1207,138,182,0.370107,1
1208,334,178,0.352502,1
1209,470,187,0.50851,1
1210,529,200,0.461022,1
1211,940,183,0.373035,1
1212,422,192,0.399291,1
1213,183,192,0.373922,1
1214,957,204,0.396644,1
1215,313,204,0.371901,1
1216,483,211,0.449079,1
1217,98,209,0.439417,1
1218,931,211,0.4713,1
1219,160,208,0.362847,1
1220,348,212,0.421899,1
1221,130,220,0.449371,1
1222,629,221,0.46412,1
1223,985,251,0.524388,1
1224,238,226,0.451393,1
1225,193,236,0.513659,1
1226,397,233,0.506344,1
1227,545,234,0.537726,1
1228,938,230,0.358753,1
1229,72,230,0.371597,1
1230,732,231,0.384029,1
1231,261,240,0.509832,1
1232,946,237,0.364778,1
1233,170,249,0.393169,1
1234,345,248,0.362814,1
1235,354,250,0.351806,1
1236,905,254,0.436976,1
1237,958,251,0.362059,1
1238,135,258,0.44809,1
1239,579,255,0.518762,1
1240,748,267,0.416889,1
1241,279,283,0.466406,1
1242,600,257,0.37162,1
1243,555,290,0.499793,1
1244,610,258,0.358635,1
1245,385,278,0.511579,1
1246,500,266,0.354593,1
1247,594,273,0.353225,1
1248,677,274,0.362542,1
1249,184,278,0.44537,1
1250,334,277,0.37224,1
1251,156,281,0.385492,1
1252,240,280,0.412264,1
1253,928,290,0.412719,1
1254,59,293,0.445692,1
1255,766,291,0.364704,1
1256,596,297,0.362325,1
1257,220,301,0.383771,1
1258,348,296,0.362399,1
1259,989,299,0.41073,1
1260,197,299,0.395561,1
1261,694,308,0.429833,1
1262,784,310,0.465307,1
1263,955,341,0.478568,1
1264,162,305,0.383545,1
1265,85,309,0.465592,1
1266,996,314,0.391613,1
1267,626,318,0.41721,1
1268,20,320,0.351495,1
1269,228,325,0.379613,1
1270,289,331,0.444586,1
1271,430,328,0.360064,1
1272,400,339,0.384795,1
1273,440,336,0.35648,1
1274,568,341,0.453271,1
1275,821,370,0.518653,1
1276,240,339,0.408276,1
1277,300,338,0.355045,1
1278,469,342,0.484068,1
1279,437,387,0.532751,1
1280,303,353,0.372334,1
1281,248,359,0.366818,1
1282,310,367,0.384584,1
1283,477,373,0.476918,1
1284,516,367,0.359176,1
1285,227,369,0.35371,1
1286,301,395,0.540244,1
1287,338,376,0.401669,1
1288,557,380,0.507247,1
1289,254,378,0.404545,1
1290,933,383,0.394033,1
1291,882,385,0.354967,1
1292,347,393,0.452395,1
1293,584,419,0.501725,1
1294,891,399,0.448561,1
1295,507,405,0.363699,1
1296,146,417,0.407715,1
1297,524,410,0.354303,1
1298,704,411,0.37168,1
1299,950,413,0.367615,1
1300,344,467,0.502824,1
1301,365,420,0.471979,1
1302,864,420,0.437245,1
1303,539,426,0.392553,1
1304,241,435,0.48723,1
1305,430,471,0.620369,1
1306,470,433,0.366035,1
1307,617,438,0.500861,1
1308,886,452,0.481182,1
1309,374,442,0.352163,1
1310,372,454,0.458952,1
1311,920,448,0.362907,1
1312,493,482,0.475388,1
1313,892,471,0.359177,1
1314,680,481,0.508166,1
1315,961,474,0.411568,1
1316,646,484,0.351263,1
1317,908,497,0.5185,1
1318,883,521,0.518693,1
1319,770,511,0.3814,1
1320,696,512,0.511691,1
1321,966,505,0.36849,1
1322,423,542,0.491255,1
1323,529,518,0.440684,1
1324,642,513,0.372966,1
1325,805,518,0.402929,1
1326,976,524,0.470622,1
1327,383,531,0.41087,1
1328,739,561,0.465975,1
1329,783,536,0.481006,1
1330,665,534,0.458091,1
1331,169,534,0.386801,1
1332,473,536,0.357715,1
1333,611,538,0.430153,1
1334,995,540,0.40693,1
1335,704,540,0.356523,1
1336,946,563,0.487746,1
1337,172,544,0.355071,1
1338,309,549,0.375,1
1339,178,553,0.406003,1
1340,26,554,0.412743,1
1341,907,569,0.558308,1
1342,550,558,0.353663,1
1343,314,565,0.456126,1
1344,633,571,0.397485,1
1345,486,634,0.534988,1
1346,649,581,0.405441,1
1347,866,584,0.419969,1
1348,745,590,0.453518,1
1349,59,594,0.388485,1
1350,987,615,0.521912,1
1351,114,594,0.357404,1
1352,120,594,0.357251,1
1353,605,597,0.366606,1
1354,958,605,0.376037,1
1355,127,605,0.373043,1
1356,706,602,0.357354,1
1357,287,613,0.442781,1
1358,804,607,0.377367,1
1359,188,610,0.358596,1
1360,854,615,0.447899,1
1361,928,610,0.351694,1
1362,74,619,0.378339,1
1363,604,619,0.406667,1
1364,716,623,0.354274,1
1365,865,628,0.388466,1
1366,243,631,0.411108,1
1367,608,631,0.36769,1
1368,149,637,0.361601,1
1369,172,636,0.469418,1
1370,540,638,0.352221,1
1371,876,644,0.450429,1
1372,619,644,0.47444,1
1373,754,642,0.383959,1
1374,100,657,0.477554,1
1375,254,652,0.352983,1
1376,442,657,0.592346,1
1377,988,654,0.359344,1
1378,56,664,0.429369,1
1379,224,660,0.437986,1
1380,133,671,0.505522,1
1381,772,673,0.4909,1
1382,952,673,0.392752,1
1383,1000,669,0.380266,1
1384,634,672,0.50519,1
1385,162,677,0.43639,1
1386,115,680,0.419634,1
1387,340,674,0.363992,1
1388,890,674,0.36613,1
1389,69,678,0.40847,1
1390,849,682,0.403443,1
1391,320,683,0.37576,1
1392,898,688,0.40535,1
1393,574,686,0.369517,1
1394,545,699,0.482459,1
1395,144,713,0.452522,1
1396,173,705,0.447007,1
1397,735,701,0.395411,1
1398,635,711,0.404839,1
1399,489,718,0.376937,1
1400,180,720,0.3629,1
1401,562,722,0.354492,1
1402,93,724,0.398404,1
1403,744,728,0.357779,1
1404,708,728,0.375039,1
1405,21,732,0.368801,1
1406,72,735,0.519213,1
1407,382,733,0.367196,1
1408,196,736,0.366859,1
1409,437,739,0.492963,1
1410,666,739,0.482405,1
1411,412,738,0.357137,1
1412,941,740,0.367345,1
1413,589,742,0.381726,1
1414,914,744,0.368946,1
1415,758,767,0.454866,1
1416,112,749,0.359984,1
1417,714,754,0.426916,1
1418,451,759,0.512707,1
1419,603,768,0.43244,1
1420,40,771,0.485774,1
1421,301,771,0.431494,1
1422,458,778,0.350436,1
1423,712,780,0.398509,1
1424,986,783,0.413216,1
1425,615,782,0.359119,1
1426,734,782,0.354472,1
1427,100,786,0.372135,1
1428,366,788,0.36382,1
1429,57,799,0.426425,1
1430,205,812,0.522431,1
1431,304,794,0.389742,1
1432,718,829,0.463457,1
1433,17,800,0.360711,1
1434,792,845,0.512433,1
1435,813,804,0.409946,1
1436,247,804,0.357092,1
1437,590,806,0.393578,1
1438,145,811,0.378721,1
1439,352,817,0.367696,1
1440,850,813,0.366807,1
1441,948,815,0.459597,1
1442,25,816,0.372387,1
1443,991,819,0.396587,1
1444,638,822,0.39307,1
1445,819,825,0.386503,1
1446,262,832,0.353037,1
1447,366,845,0.499603,1
1448,402,833,0.370203,1
1449,493,835,0.385799,1
1450,860,836,0.387246,1
1451,266,848,0.468743,1
1452,40,840,0.356064,1
1453,54,854,0.44996,1
1454,105,858,0.495508,1
1455,880,848,0.367577,1
1456,497,855,0.415993,1
1457,657,868,0.459706,1
1458,180,865,0.356246,1
1459,464,867,0.494393,1
1460,381,873,0.389181,1
1461,79,881,0.439222,1
1462,230,886,0.372824,1
1463,729,887,0.448732,1
1464,465,903,0.501997,1
1465,42,892,0.400008,1
1466,327,895,0.416041,1
1467,757,899,0.443285,1
1468,106,894,0.482866,1
1469,671,901,0.528791,1
1470,885,896,0.388065,1
1471,613,903,0.354374,1
1472,408,911,0.494667,1
1473,161,909,0.390299,1
1474,187,920,0.444016,1
1475,771,916,0.405613,1
1476,129,919,0.395156,1
1477,877,922,0.412041,1
1478,528,924,0.35988,1
1479,653,926,0.4198,1
1480,83,929,0.414519,1
1481,497,965,0.559941,1
1482,111,930,0.367636,1
1483,760,942,0.451221,1
1484,139,937,0.388751,1
1485,342,937,0.363703,1
1486,654,939,0.351593,1
1487,657,948,0.385139,1
1488,696,947,0.362699,1
1489,92,949,0.402408,1
1490,341,951,0.422725,1
1491,246,952,0.384268,1
1492,823,961,0.431256,1
1493,639,960,0.389563,1
1494,991,959,0.408425,1
1495,61,963,0.376667,1
1496,663,961,0.378095,1
1497,712,969,0.408503,1
1498,435,965,0.372006,1
1499,904,970,0.350477,1
1500,392,976,0.397583,1
1501,442,975,0.393173,1
1502,794,991,0.522224,1
1503,102,974,0.376869,1
1504,839,995,0.469559,1
1505,254,978,0.390427,1
1506,597,986,0.429628,1
1507,907,980,0.37756,1
1508,362,981,0.411756,1
1509,43,996,0.517755,1
1510,717,993,0.541261,1
1511,403,1000,0.479266,1
1512,681,995,0.388565,1
1513,746,1001,0.422242,1
1514,924,1002,0.418361,1
1515,476,1005,0.363483,1